교량명,시설물종별등급구분,도로종류,도로노선명,도로노선번호,도로노선방향,시도명,시군구명,시군구코드,소재지지번주소,교량시작점위도,교량시작점경도,교량종료점위도,교량종료점경도,교량연장,교량폭,교량보도폭,교량높이,차로수,상하행선분리여부,상부구조형식,교량준공연도,최종안전점검일자,최종안전점검결과,최종안전점검유형,내진설계적용여부,내진성능확보여부,교량보수보강내역,교량보수보강비용,설계활하중,허용통행하중,하부통과제한높이,관리기관명,관리기관전화번호,데이터기준일자
학익2교(인천),02,고속국도,제2경인고속국도,110,02,인천광역시,미추홀구,28177,인천광역시 미추홀구 학익동 , 37.436722, 126.673451, 37.436722, 126.673451,209.8,15.8,0.8,0,3,Y,PSCI거더교,1994,2024-10-08,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
문학교(성남),03,고속국도,제2경인고속국도,110,01,인천광역시,미추홀구,28177,인천광역시 미추홀구 학익동 , 37.436722, 126.673451, 37.436722, 126.673451,45,15.8,1,0,3,Y,강박스거더교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
문학교(인천),03,고속국도,제2경인고속국도,110,02,인천광역시,미추홀구,28177,인천광역시 미추홀구 학익동 , 37.436722, 126.673451, 37.436722, 126.673451,45,15.8,1,0,3,Y,강박스거더교,1994,2024-12-20,B,정기점검,미적용,N,"A1, A2::열화부보수 - A1 표면보수, 균열보수, 단면보수(5cm) - A2 표면보수, 균열보수, 단면보수(3cm)",3464,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
선학1교,99,고속국도,제2경인고속국도,110,03,인천광역시,연수구,28185,인천광역시 연수구 선학동 , 37.433348, 126.695315, 37.433348, 126.695315,7.3,15.6,0.7,0,3,N,라멘교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
선학2교(성남),03,고속국도,제2경인고속국도,110,01,인천광역시,연수구,28185,인천광역시 연수구 선학동 , 37.433348, 126.695315, 37.433348, 126.695315,91.6,15.6,0.7,0,3,Y,강박스거더교,1994,2024-12-20,B,정기점검,미적용,N,"A1,A2::교대부 단면보수,표면보수",36832,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
선학2교(인천),03,고속국도,제2경인고속국도,110,02,인천광역시,연수구,28185,인천광역시 연수구 선학동 , 37.433348, 126.695315, 37.433348, 126.695315,91.6,15.6,0.7,0,3,Y,강박스거더교,1994,2024-12-20,B,정기점검,미적용,N,"A1,A2::교대부 단면보수,표면보수",38030,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
승기천교(성남),01,고속국도,제2경인고속국도,110,01,인천광역시,연수구,28185,인천광역시 연수구 선학동 , 37.433660, 126.706549, 37.433672, 126.706747,170.1,15.6,0.8,0,3,Y,PSCI거더교,1994,2024-12-10,B,정기점검,미적용,N,A1~A2::교면재포장,543115,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
승기천교(인천),01,고속국도,제2경인고속국도,110,02,인천광역시,남동구,28200,인천광역시 남동구 남촌동 , 37.433665, 126.707498, 37.433632, 126.706911,170.1,15.6,0.8,0,3,Y,PSCI거더교,1994,2024-12-10,B,정기점검,미적용,N,A1~A2::교면재포장,560346,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
남촌2교,02,고속국도,제2경인고속국도,110,03,인천광역시,남동구,28200,인천광역시 남동구 남촌동 , 37.433932, 126.712757, 37.433855, 126.710712,50.1,20.7,1.9,0,3,N,강박스거더교,2002,2024-10-08,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
남촌1교(진입),99,고속국도,제2경인고속국도,110,01,인천광역시,남동구,28200,인천광역시 남동구 서창동 , 37.433014, 126.741420, 37.433030, 126.740482,15,17.5,0.5,0,3,Y,라멘교,2002,2024-08-23,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
남촌1교(진출),99,고속국도,제2경인고속국도,110,02,인천광역시,남동구,28200,인천광역시 남동구 남촌동 , 37.434085, 126.717208, 37.434067, 126.717208,15,17.2,0.5,0,3,Y,라멘교,2002,2024-08-23,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
남동IC교(성남),03,고속국도,제2경인고속국도,110,01,인천광역시,남동구,28200,인천광역시 남동구 남촌동 , 37.433921, 126.717911, 37.433921, 126.717911,45,15.6,0.7,0,4,Y,RC슬래브교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
남동IC교(인천),03,고속국도,제2경인고속국도,110,02,인천광역시,남동구,28200,인천광역시 남동구 남촌동 , 37.433921, 126.717911, 37.433921, 126.717911,45,19.8,0.7,0,4,Y,RC슬래브교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
남촌육교,01,구도,구도,,03,인천광역시,남동구,28200,인천광역시 남동구 남촌동 , 37.433921, 126.717911, 37.433921, 126.717911,79.8,10,0.8,0,2,N,프리플렉스거더교,1994,2024-12-03,C,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
남촌교(성남),03,고속국도,제2경인고속국도,110,01,인천광역시,남동구,28200,인천광역시 남동구 남촌동 , 37.433921, 126.717911, 37.433921, 126.717911,39.9,16.1,0.8,0,3,Y,RC중공슬래브교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
남촌교(인천0),03,고속국도,제2경인고속국도,110,02,인천광역시,남동구,28200,인천광역시 남동구 남촌동 , 37.433921, 126.717911, 37.433921, 126.717911,39.9,17.2,1.6,0,3,Y,RC중공슬래브교,1994,2024-12-20,B,정기점검,미적용,N,교량받침::내진보강공사(강재전단키 3EA),14837,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
남촌교(인천1),03,고속국도,제2경인고속국도,110,02,인천광역시,남동구,28200,인천광역시 남동구 남촌동 , 37.433921, 126.717911, 37.433921, 126.717911,39.9,8.2,0.6,0,2,Y,프리플렉스거더교,2006,2024-11-06,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
수산1교(성남),99,고속국도,제2경인고속국도,110,01,인천광역시,남동구,28200,인천광역시 남동구 수산동 , 37.433276, 126.729185, 37.433276, 126.729185,11.5,15.6,0.8,0,3,Y,라멘교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
수산1교(인천0),99,고속국도,제2경인고속국도,110,02,인천광역시,남동구,28200,인천광역시 남동구 수산동 , 37.433276, 126.729185, 37.433276, 126.729185,11.5,15.6,0.8,0,3,Y,라멘교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
수산1교(인천1),99,고속국도,제2경인고속국도,110,02,인천광역시,남동구,28200,인천광역시 남동구 수산동 , 37.433276, 126.729185, 37.433276, 126.729185,11.5,8.1,0.7,0,2,Y,라멘교,2006,2024-08-28,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
수산2교(성남),99,고속국도,제2경인고속국도,110,01,인천광역시,남동구,28200,인천광역시 남동구 수산동 , 37.433276, 126.729185, 37.433276, 126.729185,11.5,15.6,0.8,0,3,Y,라멘교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
수산2교(인천0),99,고속국도,제2경인고속국도,110,02,인천광역시,남동구,28200,인천광역시 남동구 수산동 , 37.433276, 126.729185, 37.433276, 126.729185,11.5,15.6,0.8,0,3,Y,라멘교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
수산2교(인천1),99,고속국도,제2경인고속국도,110,02,인천광역시,남동구,28200,인천광역시 남동구 수산동 , 37.433276, 126.729185, 37.433276, 126.729185,11.5,6.1,0.7,0,1,Y,라멘교,2006,2024-09-02,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
수산3교(성남),03,고속국도,제2경인고속국도,110,01,인천광역시,남동구,28200,인천광역시 남동구 수산동 , 37.433276, 126.729185, 37.433276, 126.729185,44.9,15.6,0.8,0,3,Y,프리플렉스거더교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
수산3교(인천),03,고속국도,제2경인고속국도,110,02,인천광역시,남동구,28200,인천광역시 남동구 수산동 , 37.433276, 126.729185, 37.433276, 126.729185,44.9,23.3,0.8,0,4,Y,프리플렉스거더교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
장수천2교(성남),03,고속국도,제2경인고속국도,110,01,인천광역시,남동구,28200,인천광역시 남동구 서창동 , 37.432846, 126.740474, 37.432846, 126.740474,98.9,30.2,0.7,0,5,Y,PSC중공슬래브교,1994,2024-12-20,B,정기점검,미적용,N,"A1, A2, S1::열화부 보수- A1 단면보수(3cm), A2 표면보수, S1 단면보수(10cm)",658,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
장수천2교(인천),03,고속국도,제2경인고속국도,110,02,인천광역시,남동구,28200,인천광역시 남동구 서창동 , 37.432846, 126.740474, 37.432846, 126.740474,98.9,15.6,0.8,0,3,Y,PSC중공슬래브교,1994,2024-12-20,B,정기점검,미적용,N,"신축이음(A1)::신축이음장치 교체(레일, 14.9m)",43087,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
서창JCT1교(성남),03,고속국도,제2경인고속국도,110,01,인천광역시,남동구,28200,인천광역시 남동구 서창동 , 37.432846, 126.740474, 37.432846, 126.740474,60,19.7,0.8,0,4,Y,PSC중공슬래브교,1994,2024-12-20,B,정기점검,미적용,N,A1::열화부보수- A1 단면보수(3cm)//A1~A2::교면제포장(방수포함),92438,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
서창JCT1교(인천),03,고속국도,제2경인고속국도,110,02,인천광역시,남동구,28200,인천광역시 남동구 서창동 , 37.432846, 126.740474, 37.432846, 126.740474,60,19.7,0.8,0,4,Y,PSC중공슬래브교,1994,2024-12-20,B,정기점검,미적용,N,"A1, A2, S1::열화부보수- A1 표면보수, 단면보수(3cm) / A2 표면보수 / S1 단면보수(10cm)",3397,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
서창JCT4교,01,고속국도,제2경인고속국도,110,01,인천광역시,남동구,28200,인천광역시 남동구 서창동 , 37.432846, 126.740474, 37.432846, 126.740474,100,8.6,0.8,0,1,Y,강박스거더교,1994,2024-12-03,C,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
서창JCT2교(성남),03,고속국도,제2경인고속국도,110,01,인천광역시,남동구,28200,인천광역시 남동구 서창동 , 37.432846, 126.740474, 37.432846, 126.740474,45,15.6,0.7,0,3,Y,라멘교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
서창JCT2교(인천),03,고속국도,제2경인고속국도,110,02,인천광역시,남동구,28200,인천광역시 남동구 서창동 , 37.432846, 126.740474, 37.432846, 126.740474,45,32.2,1.2,0,5,Y,라멘교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
서창2교(성남),99,고속국도,제2경인고속국도,110,01,인천광역시,남동구,28200,인천광역시 남동구 서창동 , 37.432464, 126.751765, 37.432464, 126.751765,10,15.6,0.9,0,3,Y,라멘교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
서창2교(인천),99,고속국도,제2경인고속국도,110,02,인천광역시,남동구,28200,인천광역시 남동구 서창동 , 37.432464, 126.751765, 37.432464, 126.751765,10,15.6,0.9,0,3,Y,라멘교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
서창1교(성남),03,고속국도,제2경인고속국도,110,01,인천광역시,남동구,28200,인천광역시 남동구 서창동 , 37.432464, 126.751765, 37.432464, 126.751765,40,15.6,0.9,0,3,Y,RC중공슬래브교,1994,2024-12-20,B,정기점검,미적용,N,교량받침::내진보강공사(강재전단키 8EA),29647,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
서창1교(인천),03,고속국도,제2경인고속국도,110,02,인천광역시,남동구,28200,인천광역시 남동구 서창동 , 37.432464, 126.751765, 37.432464, 126.751765,40,15.6,0.9,0,3,Y,RC중공슬래브교,1994,2024-12-20,B,정기점검,미적용,N,교량받침::내진보강공사(강재전단키 8EA),35936,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
운연천교(성남),03,고속국도,제2경인고속국도,110,01,인천광역시,남동구,28200,인천광역시 남동구 운연동 , 37.432060, 126.763058, 37.432060, 126.763058,40,15.6,0.9,0,3,Y,RC중공슬래브교,1994,2024-12-20,B,정기점검,미적용,N,"A2::신축이음장치 개량(A2, 레일 14.7m)//A2::평탄성개량",92235,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
운연천교(인천),03,고속국도,제2경인고속국도,110,02,인천광역시,남동구,28200,인천광역시 남동구 운연동 , 37.432060, 126.763058, 37.432060, 126.763058,40,15.6,0.9,0,3,Y,RC중공슬래브교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
운연교(성남),99,고속국도,제2경인고속국도,110,01,인천광역시,남동구,28200,인천광역시 남동구 운연동 , 37.432060, 126.763058, 37.432060, 126.763058,10,15.6,0.9,0,3,Y,라멘교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
운연교(인천),99,고속국도,제2경인고속국도,110,02,인천광역시,남동구,28200,인천광역시 남동구 운연동 , 37.432060, 126.763058, 37.432060, 126.763058,10,15.6,0.9,0,3,Y,라멘교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
신천4교(성남),03,고속국도,제2경인고속국도,110,01,경기도,시흥시,41390,경기도 시흥시 신천동 , 37.431366, 126.774328, 37.431366, 126.774328,29.1,15.6,0.9,0,3,Y,PSCI거더교,1994,2024-12-20,B,정기점검,미적용,N,"S1-G7, A2::열화부보수- S1G7 단면보수(3cm) - A2 표면보수//A2::평탄성개량//A1::평탄성개량",95421,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
신천4교(인천),03,고속국도,제2경인고속국도,110,02,경기도,시흥시,41390,경기도 시흥시 신천동 , 37.431366, 126.774328, 37.431366, 126.774328,30,15.6,0.9,0,3,Y,PSCI거더교,1994,2024-12-20,B,정기점검,미적용,N,"S1, A2::열화부보수- S1 표면보수 - A2 표면보수, 단면보수(3cm)",845,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
신천3교(성남),03,고속국도,제2경인고속국도,110,01,경기도,시흥시,41390,경기도 시흥시 신천동 , 37.431366, 126.774328, 37.431366, 126.774328,52,15.6,0.9,0,3,Y,프리플렉스거더교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
신천3교(인천),03,고속국도,제2경인고속국도,110,02,경기도,시흥시,41390,경기도 시흥시 신천동 , 37.431366, 126.774328, 37.431366, 126.774328,52,15.6,0.9,0,3,Y,프리플렉스거더교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
신천2교(성남),01,고속국도,제2경인고속국도,110,01,경기도,시흥시,41390,경기도 시흥시 신천동 , 37.431366, 126.774328, 37.431366, 126.774328,120.2,15.6,0.9,0,3,Y,강박스거더교,1994,2024-12-10,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
신천2교(인천),01,고속국도,제2경인고속국도,110,02,경기도,시흥시,41390,경기도 시흥시 신천동 , 37.431366, 126.774328, 37.431366, 126.774328,120.2,15.6,0.9,0,3,Y,강박스거더교,1994,2024-12-10,B,정기점검,미적용,N,P1교각::P1교각 표면보수(6.8㎡),800,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
신천IC교(성남),03,고속국도,제2경인고속국도,110,01,경기도,시흥시,41390,경기도 시흥시 신천동 , 37.429937, 126.785478, 37.429937, 126.785478,48,15.6,0.9,0,3,Y,라멘교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
신천IC교(인천),03,고속국도,제2경인고속국도,110,02,경기도,시흥시,41390,경기도 시흥시 신천동 , 37.429937, 126.785478, 37.429937, 126.785478,48,19.7,1.8,0,4,Y,라멘교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
신천1교(성남),99,고속국도,제2경인고속국도,110,01,경기도,시흥시,41390,경기도 시흥시 신천동 , 37.429937, 126.785478, 37.429937, 126.785478,10,19.7,0.8,0,4,Y,라멘교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
신천1교(인천),99,고속국도,제2경인고속국도,110,02,경기도,시흥시,41390,경기도 시흥시 신천동 , 37.429937, 126.785478, 37.429937, 126.785478,10,22.1,0.9,0,4,Y,라멘교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
은행3교(성남),99,고속국도,제2경인고속국도,110,01,경기도,시흥시,41390,경기도 시흥시 은행동 , 37.428611, 126.796623, 37.428611, 126.796623,10,15.6,0.9,0,3,Y,라멘교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
은행3교(인천),99,고속국도,제2경인고속국도,110,02,경기도,시흥시,41390,경기도 시흥시 은행동 , 37.428611, 126.796623, 37.428611, 126.796623,10,15.6,0.9,0,3,Y,라멘교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
은행2교(성남),03,고속국도,제2경인고속국도,110,01,경기도,시흥시,41390,경기도 시흥시 은행동 , 37.428611, 126.796623, 37.428611, 126.796623,24,15.6,0.9,0,3,Y,PSCI거더교,1994,2024-12-20,B,정기점검,미적용,N,A1 교대::A1 교대 표면보수(19.8㎡),2000,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
은행2교(인천),03,고속국도,제2경인고속국도,110,02,경기도,시흥시,41390,경기도 시흥시 은행동 , 37.428611, 126.796623, 37.428611, 126.796623,24,15.6,0.9,0,3,Y,PSCI거더교,1994,2024-12-20,B,정기점검,미적용,N,S1G7::열화부보수- S1G7 단면보수(3cm)//A1::평탄성개량,56099,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
은행1교(성남),03,고속국도,제2경인고속국도,110,01,경기도,시흥시,41390,경기도 시흥시 은행동 , 37.431936, 126.806944, 37.431936, 126.806944,25.2,15.6,0.9,0,3,Y,PSCI거더교,1994,2024-12-20,B,정기점검,미적용,N,"A1, A2::신축이음장치 개량(A1, 레일14.7m / A2, 레일14.7m)",71879,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
은행1교(인천),03,고속국도,제2경인고속국도,110,02,경기도,시흥시,41390,경기도 시흥시 은행동 , 37.431936, 126.806944, 37.431936, 126.806944,25.2,15.6,0.9,0,3,Y,PSCI거더교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
안현교(성남),02,고속국도,제2경인고속국도,110,01,경기도,시흥시,41390,경기도 시흥시 안현동 , 37.431936, 126.806944, 37.431936, 126.806944,50,15.6,0.9,0,3,Y,강박스거더교,1994,2024-12-11,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
안현교(인천),02,고속국도,제2경인고속국도,110,02,경기도,시흥시,41390,경기도 시흥시 안현동 , 37.431936, 126.806944, 37.431936, 126.806944,50,19.7,0.9,0,4,Y,강박스거더교,1994,2024-12-11,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
과림2교(성남),99,고속국도,제2경인고속국도,110,01,경기도,시흥시,41390,경기도 시흥시 과림동 , 37.440083, 126.826665, 37.440083, 126.826665,10,15.6,0.9,0,3,Y,라멘교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
과림2교(인천),99,고속국도,제2경인고속국도,110,02,경기도,시흥시,41390,경기도 시흥시 과림동 , 37.440083, 126.826665, 37.440083, 126.826665,10,15.6,0.9,0,3,Y,라멘교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
과림1교(성남),02,고속국도,제2경인고속국도,110,01,경기도,시흥시,41390,경기도 시흥시 과림동 , 37.440301, 126.837967, 37.440301, 126.837967,50,15.6,0.9,0,3,Y,강박스거더교,1994,2024-12-16,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
과림1교(인천),02,고속국도,제2경인고속국도,110,02,경기도,시흥시,41390,경기도 시흥시 과림동 , 37.440301, 126.837967, 37.440301, 126.837967,50,15.6,0.9,0,3,Y,강박스거더교,1994,2024-12-16,B,정기점검,미적용,N,"교면포장::응력완화줄눈설치(A1 12m, A2 11.84m)",30000,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
목감천교(성남),03,고속국도,제2경인고속국도,110,01,경기도,광명시,41210,경기도 광명시 노온사동 , 37.440301, 126.837967, 37.440301, 126.837967,54,15.6,0.9,0,3,Y,라멘교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
목감천교(인천),03,고속국도,제2경인고속국도,110,02,경기도,광명시,41210,경기도 광명시 노온사동 , 37.440301, 126.837967, 37.440301, 126.837967,54,15.6,0.9,0,3,Y,라멘교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
운산교(성남),02,고속국도,제2경인고속국도,110,01,경기도,광명시,41210,경기도 광명시 노온사동 , 37.439880, 126.849233, 37.439880, 126.849233,50.1,16.8,0.8,0,3,Y,강박스거더교,1994,2024-12-09,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
운산교(인천),02,고속국도,제2경인고속국도,110,02,경기도,광명시,41210,경기도 광명시 노온사동 , 37.439880, 126.849233, 37.439880, 126.849233,50.1,15.6,0.9,0,3,Y,강박스거더교,1994,2024-12-09,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
광명IC교(성남),03,고속국도,제2경인고속국도,110,01,경기도,광명시,41210,경기도 광명시 노온사동 , 37.439880, 126.849233, 37.439880, 126.849233,61,15.6,0.9,0,3,Y,RC중공슬래브교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
광명IC교(인천),03,고속국도,제2경인고속국도,110,02,경기도,광명시,41210,경기도 광명시 노온사동 , 37.439880, 126.849233, 37.439880, 126.849233,61,19.7,0.8,0,4,Y,RC중공슬래브교,1994,2024-12-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
소하2교(성남),03,고속국도,제2경인고속국도,110,01,경기도,광명시,41210,경기도 광명시 소하동 , 37.428238, 126.879712, 37.428238, 126.879712,90.2,16,0.9,0,3,Y,PSCI거더교,1995,2024-10-04,B,정기점검,미적용,N,교량받침::내진보강공사(강재전단키 6EA),18520,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
소하2교(인천),03,고속국도,제2경인고속국도,110,02,경기도,광명시,41210,경기도 광명시 소하동 , 37.428238, 126.879712, 37.428238, 126.879712,90.2,16,0.9,0,3,Y,PSCI거더교,1995,2024-10-04,B,정기점검,미적용,N,P2::- P2 단면보수(10cm)//교량받침::내진보강공사(강재전단키 6EA),26617,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
소하1교(성남),02,고속국도,제2경인고속국도,110,01,경기도,광명시,41210,경기도 광명시 소하동 , 37.428238, 126.879712, 37.428238, 126.879712,50,15.7,0.7,0,3,Y,강박스거더교,1996,2024-12-28,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
소하1교(인천),02,고속국도,제2경인고속국도,110,02,경기도,광명시,41210,경기도 광명시 소하동 , 37.428238, 126.879712, 37.428238, 126.879712,50,15.7,0.7,0,3,Y,강박스거더교,1996,2024-12-28,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
일직JCTBOX4교,99,고속국도,제2경인고속국도,110,03,경기도,광명시,41210,경기도 광명시 일직동 , 37.424591, 126.890005, 37.424591, 126.890005,9.8,50.3,23.7,0,6,N,라멘교,1995,2024-09-23,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
일직JCTBOX5교,99,고속국도,제2경인고속국도,110,01,경기도,광명시,41210,경기도 광명시 일직동 , 37.424591, 126.890005, 37.424591, 126.890005,9.8,36.3,23.7,0,1,Y,라멘교,1995,2024-09-25,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
일직JCTBOX9교,99,고속국도,제2경인고속국도,110,01,경기도,광명시,41210,경기도 광명시 일직동 , 37.424591, 126.890005, 37.424591, 126.890005,11.3,32.1,19.5,0,1,Y,라멘교,1995,2024-09-30,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
일직JCTBOX3교,99,고속국도,제2경인고속국도,110,03,경기도,광명시,41210,경기도 광명시 일직동 , 37.424591, 126.890005, 37.424591, 126.890005,11,46.9,20.3,0,6,N,라멘교,1995,2024-09-23,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
일직JCTBOX6교,99,고속국도,제2경인고속국도,110,01,경기도,광명시,41210,경기도 광명시 일직동 , 37.424591, 126.890005, 37.424591, 126.890005,11,43,0.4,0,1,Y,라멘교,1995,2024-09-25,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
일직JCT5교,03,고속국도,제2경인고속국도,110,03,경기도,광명시,41210,경기도 광명시 일직동 , 37.424591, 126.890005, 37.424591, 126.890005,34.9,12.5,0.9,0,2,N,프리플렉스거더교,1995,2024-10-07,B,정기점검,미적용,N,"A2 난간방호벽::난간방호벽 단면보수(0.2㎡),표면보수(0.2㎡)",2000,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
