무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
평택-185V,경기도,평택시,시도,,현신3길,3,경기도 평택시 현신3길 11-1,경기도 평택시 용이동 528,36.996196,127.136481,용이동 528,4,0,,,,2025,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
평택-153V,경기도,평택시,시도,,신흥1로,3,경기도 평택시 신흥1로1길 13,경기도 평택시 용이동 52-4,37.001494,127.146763,용이동 52-4,4,0,,,,2024,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
평택-306V,경기도,평택시,시도,,현신7길,3,경기도 평택시 현신7길 43,경기도 평택시 용이동 514,36.998383,127.144994,용이동 514,4,0,,,,2023,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
평택-161V,경기도,평택시,시도,,이화로,3,경기도 평택시 이화로39 (114동),경기도 평택시 용이동 514,37.000437,127.144026,용이동 514,4,0,,,,2024,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
평택-212V,경기도,평택시,시도,,현신7길,3,경기도 평택시 현신7길 36,경기도 평택시 용이동 502,37.000362,127.147405,용이동 502,4,0,,,,2019,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-057V,경기도,평택시,시도,,이충로,3,경기도 평택시 이충로 16,경기도 평택시 이충동 반지초등학교 부근,37.057183,127.070530,이충동 반지초등학교 부근,4,0,,,,2022,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-049V,경기도,평택시,시도,,이충로,3,경기도 평택시 이충로 96,경기도 평택시 이충동 93-4 (DC홈쇼핑),37.063265,127.066122,이충동 93-4 (DC홈쇼핑),4,0,,,,2019,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-293V,경기도,평택시,시도,,이충로,3,경기도 평택시 이충로 7,경기도 평택시 이충동 685,37.058353,127.069947,이충동 685,4,0,,,,2024,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-012V,경기도,평택시,시도,,이충로,3,경기도 평택시 이충로35번길 22,경기도 평택시 이충동 668-3 던킨도너츠앞,37.059602,127.067051,이충동 668-3 던킨도너츠앞,4,0,,,,2025,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-018V,경기도,평택시,시도,,이충로,3,경기도 평택시 이충로 49-27,경기도 평택시 이충동 664-5 (구)E편한세상,37.060403,127.065796,이충동 664-5 (구)E편한세상,4,0,,,,2019,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-148V,경기도,평택시,시도,,송탄로,3,경기도 평택시 송탄로 46,경기도 평택시 이충동 622,37.050646,127.058127,이충동 622,4,0,,,,2020,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-069V,경기도,평택시,시도,,송탄로,3,경기도 평택시 송탄로 75,경기도 평택시 이충동 619 (SK셀프주유소),37.052043,127.055710,이충동 619 (SK셀프주유소),4,0,,,,2024,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-091V,경기도,평택시,시도,,경기대로,3,경기도 평택시 경기대로 1194,경기도 평택시 이충동 608,37.052644,127.060126,이충동 608,4,0,,,,2019,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-011V,경기도,평택시,시도,,이충로,3,경기도 평택시 이충로 93-20,경기도 평택시 이충동 594-2 부영3차(아) 앞,37.061844,127.066840,이충동 594-2 부영3차(아) 앞,4,0,,,,2025,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-030V,경기도,평택시,시도,,이충로,3,경기도 평택시 이충로 60,경기도 평택시 이충동 529 미주3차상가 GS25 편의점 앞,37.062608,127.068221,이충동 529 미주3차상가 GS25 편의점 앞,4,0,,,,2023,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-134V,경기도,평택시,시도,,서정역로,3,경기도 평택시 서정역로 16,경기도 평택시 이충동 493,37.055229,127.056146,이충동 493,4,0,,,,2020,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-050V,경기도,평택시,시도,,송탄로,3,경기도 평택시 송탄로 90,"경기도 평택시 이충동 492-20 (구,우경어린이집)",37.054007,127.055351,"이충동 492-20 (구,우경어린이집)",4,0,,,,2019,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-041V,경기도,평택시,시도,,정암로,3,경기도 평택시 정암로54번길 38-10,경기도 평택시 이충동 471-4 대동경로당 앞,37.055506,127.057443,이충동 471-4 대동경로당 앞,4,0,,,,2019,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-039V,경기도,평택시,시도,,서정역로,3,경기도 평택시 서정역로26번길 23-1,경기도 평택시 이충동 468-5 중앙동 제2공영주차장 앞,37.056238,127.057014,이충동 468-5 중앙동 제2공영주차장 앞,4,0,,,,2024,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-040V,경기도,평택시,시도,,서정역로,3,경기도 평택시 서정역로26번길 23-9,경기도 평택시 이충동 461-23 이충연세한빛병원앞,37.056805,127.057041,이충동 461-23 이충연세한빛병원앞,4,0,,,,2025,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-058V,경기도,평택시,시도,,서정역로,3,경기도 평택시 서정역로36번길 11-2,경기도 평택시 이충동 457-2 서정리초교 부근 (송탄농협하나로마트),37.057423,127.057282,이충동 457-2 서정리초교 부근 (송탄농협하나로마트),4,0,,,,2022,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-080V,경기도,평택시,시도,,정암로,3,경기도 평택시 정암로 50,경기도 평택시 이충동 446-9,37.056614,127.059286,이충동 446-9,4,0,,,,2025,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-146V,경기도,평택시,시도,,장안웃길,3,경기도 평택시 장안웃길 149,경기도 평택시 이충동 262-13,37.064716,127.069613,이충동 262-13,4,0,,,,2020,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-046V,경기도,평택시,시도,,추담로,3,경기도 평택시 추담로 56-13,경기도 평택시 이충동 155-9(대),37.058237,127.074463,이충동 155-9(대),4,0,,,,2019,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
평택-030V,경기도,평택시,시도,,원평2로,3,경기도 평택시 원평2로 39,"경기도 평택시 원평동 91-14 (구,황우식당)",36.991191,127.082988,"원평동 91-14 (구,황우식당)",4,0,,,,2021,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
평택-031V,경기도,평택시,시도,,원평로,3,경기도 평택시 원평로 44,경기도 평택시 원평동 164-3 서부역광장앞,36.990041,127.084246,원평동 164-3 서부역광장앞,4,0,,,,2024,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
평택-156V,경기도,평택시,시도,,신흥1로,3,경기도 평택시 신흥1로2길 21-23 (도로쪽),경기도 평택시 용이동 산9-12,37.002645,127.148270,용이동 산9-12,4,0,,,,2024,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
평택-160V,경기도,평택시,시도,,신흥1로,3,경기도 평택시 신흥1로 43 (202동),경기도 평택시 용이동 산14-4,37.003725,127.146281,용이동 산14-4,4,0,,,,2024,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
평택-086V,경기도,평택시,시도,,현촌1로,3,,경기도 평택시 용이동 산105 (207동앞),36.999427,127.130889,용이동 산105 (207동앞),4,0,,,,2022,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
평택-347V,경기도,평택시,시도,,용죽2로,3,경기도 평택시 용죽2로 95,경기도 평택시 용이동 713,36.995150,127.126746,용이동 713,4,0,,,,2024,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
평택-200V,경기도,평택시,시도,,용죽6길,3,경기도 평택시 용죽6길 64(516동),경기도 평택시 용이동 663-2 (516동앞),36.996242,127.127256,용이동 663-2 (516동앞),4,0,,,,2019,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
103,경상남도,창원시,기타,,신촌로,3,경상남도 창원시 성산구 신촌로 21,,35.20756752,128.6267195,유신상가,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
102,경상남도,창원시,기타,,대암로,3,경상남도 창원시 성산구 대암로 247,,35.20387231,128.7116652,더스퀘어상가,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
101,경상남도,창원시,기타,,공단로,3,경상남도 창원시 성산구 공단로 735,,35.18883925,128.6944966,성주동주민센터,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
100,경상남도,창원시,기타,,마디미서로,3,경상남도 창원시 성산구 마디미서로 3,경상남도 창원시 성산구 상남동 5-1,35.22420351,128.6844036,세중빌딩 삼거리,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
99,경상남도,창원시,기타,,토월로,3,경상남도 창원시 성산구 토월로43번길 14,,35.21671652,128.6813319,상남꿈에그린상가(외동초등학교),4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
98,경상남도,창원시,기타,,동산로,3,경상남도 창원시 성산구 동산로 122,,35.21898536,128.690954,스카이웰빙파크,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
97,경상남도,창원시,기타,,중앙대로,3,경상남도 창원시 성산구 중앙대로100번길,,35.2228771,128.6806423,리베라컨벤션(스타타워즈),4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
96,경상남도,창원시,기타,,마디미로,3,경상남도 창원시 성산구 마디미로15번길,,35.22247809,128.6856806,로데오주차장(오발탄식당),4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
95,경상남도,창원시,기타,,마디미로,3,경상남도 창원시 성산구 마디미로73번길,,35.21882654,128.6825575,시립상남어린이집,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
94,경상남도,창원시,기타,,마디미로,3,경상남도 창원시 성산구 마디미서로 60,,35.22035685,128.6805064,고용복지센터,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
93,경상남도,창원시,기타,,마디미로,3,경상남도 창원시 성산구 마디미로56번길 7,,35.21977919,128.6817755,레알주차장빌딩,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
92,경상남도,창원시,기타,,단정로,3,경상남도 창원시 성산구 단정로 7,,35.22105855,128.6816863,밀레니엄타워(모란여성병원-회전카메라),4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
91,경상남도,창원시,기타,,마디미로,3,경상남도 창원시 성산구 마디미로43번길 2,,35.22055402,128.6832756,고인돌공원(상남지석묘),4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
90,경상남도,창원시,기타,,원이대로,3,경상남도 창원시 성산구 원이대로 692,,35.22234825,128.6879806,시민생활체육관,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
89,경상남도,창원시,기타,,단정로,3,경상남도 창원시 성산구 단정로 32,,35.21957476,128.683651,한사랑빌딩(상남오거리),4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
88,경상남도,창원시,기타,,마디미로,3,경상남도 창원시 성산구 마디미로21번길,,35.22187292,128.6854539,구 한마음병원,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
87,경상남도,창원시,기타,,마디미로,3,경상남도 창원시 성산구 마디미로22번길 17,,35.22303518,128.682886,롯데하이마트,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
86,경상남도,창원시,기타,,마디미로,3,경상남도 창원시 성산구 마디미로 10,,35.2232769,128.6850279,두바빌딩(나폴리빌딩-회전카메라),4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
85,경상남도,창원시,기타,,마디미로,3,,경상남도 창원시 성산구 상남동 24,35.22119416,128.6829589,상남분수광장,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
84,경상남도,창원시,기타,,상남로,3,경상남도 창원시 성산구 상남로 67,,35.22016512,128.6793876,경창상가 신텍타워 일대,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
83,경상남도,창원시,기타,,중앙대로,3,경상남도 창원시 성산구 중앙대로 123,,35.22555383,128.6802772,롯데마트,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
82,경상남도,창원시,기타,,원이대로,3,경상남도 창원시 성산구 원이대로 320,,35.24001772,128.6528719,시티세븐몰 앞,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
81,경상남도,창원시,기타,,상남로,3,경상남도 창원시 성산구 상남로 37,,35.21802064,128.6774077,덕산베스트텔,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
80,경상남도,창원시,기타,,중앙대로,3,경상남도 창원시 성산구 중앙대로 95,,35.22362562,128.6789305,기산파라다이스빌딩,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
79,경상남도,창원시,기타,,중앙대로,3,경상남도 창원시 성산구 중앙대로83번길 13,,35.22300936,128.6771065,삼일상가(풍전상가),4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
78,경상남도,창원시,기타,,용지로,3,경상남도 창원시 성산구 원이대로580번길 11,,35.22727353,128.6776781,중앙동오거리,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
평택-287V,경기도,평택시,시도,,비전2로,3,경기도 평택시 비전2로 330,경기도 평택시 죽백동 723,37.011199,127.111538,죽백동 723,4,0,,,,2022,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
평택-100V,경기도,평택시,시도,,죽백4로,3,경기도 평택시 죽백4로(행복주택삼거리),경기도 평택시 죽백동 582-5,37.004419,127.122689,죽백동 582-5,4,0,,,,2023,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
평택-098V,경기도,평택시,시도,,비전4로,3,경기도 평택시 비전4로 47,경기도 평택시 죽백동 580-30,37.002909,127.114440,죽백동 580-30,4,0,,,,2023,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
평택-122V,경기도,평택시,시도,,용죽1로,3,경기도 평택시 용죽1로 14 (111동),경기도 평택시 죽백동 558-15 (비전푸르지오 111동),36.996454,127.122415,죽백동 558-15 (비전푸르지오 111동),4,0,,,,2024,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
평택-133V,경기도,평택시,시도,,용죽1로,3,경기도 평택시 용죽1로 13 (레이크2001동),경기도 평택시 죽백동 558-15 (비전푸르지오 106동 맞은편),36.996463,127.120741,죽백동 558-15 (비전푸르지오 106동 맞은편),4,0,,,,2024,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
평택-104V,경기도,평택시,시도,,비전2로,3,경기도 평택시 비전2로 265 (가내초교 건너편),경기도 평택시 죽백동 534-1 (가내초교 건너편),37.007376,127.114853,죽백동 534-1 (가내초교 건너편),4,0,,,,2023,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
평택-274V,경기도,평택시,시도,,죽백1길,3,경기도 평택시 죽백1길 41,경기도 평택시 죽백동 36-2,37.012977,127.137305,죽백동 36-2,4,0,,,,2021,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
평택-105V,경기도,평택시,시도,,죽백8길,3,경기도 평택시 죽백8길 37,경기도 평택시 죽백동 350-4,37.008245,127.120847,죽백동 350-4,4,0,,,,2024,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-047V,경기도,평택시,시도,,추담로,3,경기도 평택시 추담로 58-52,경기도 평택시 장안동 469-2 장안마을 코오롱하늘채 정문 앞,37.058019,127.077185,장안동 469-2 장안마을 코오롱하늘채 정문 앞,4,0,,,,2019,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-048V,경기도,평택시,시도,,추담로,3,경기도 평택시 추담로 58-43,경기도 평택시 장안동 465 장안마을 코오롱하늘채 1014동 부근,37.059624,127.077220,장안동 465 장안마을 코오롱하늘채 1014동 부근,4,0,,,,2019,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-144V,경기도,평택시,시도,,장안길,3,경기도 평택시 장안길 96,경기도 평택시 장안동 345-6,37.060467,127.080880,장안동 345-6,4,0,,,,2020,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-287V,경기도,평택시,시도,,장당길,3,경기도 평택시 장당길 116,경기도 평택시 장당동 산11-7,37.053284,127.065808,장당동 산11-7,4,0,,,,2025,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-171V,경기도,평택시,시도,,경기대로,3,경기도 평택시 경기대로 1029,경기도 평택시 장당동 84-2번지,37.040225,127.068025,장당동 84-2번지,4,0,,,,2024,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-286V,경기도,평택시,시도,,장당길,3,경기도 평택시 장당길 120,경기도 평택시 장당동 636,37.052985,127.063038,장당동 636,4,0,,,,2025,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-033V,경기도,평택시,시도,,경기대로,3,경기도 평택시 경기대로 1144,경기도 평택시 장당동 634 우미1차아파트 205동 입구,37.049409,127.060988,장당동 634 우미1차아파트 205동 입구,4,0,,,,2024,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-059V,경기도,평택시,시도,,송탄로,3,경기도 평택시 송탄로 46,경기도 평택시 장당동 630,37.049463,127.058647,장당동 630,4,0,,,,2022,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-082V,경기도,평택시,시도,,경기대로,3,경기도 평택시 경기대로 1057,경기도 평택시 장당동 60,37.042478,127.063300,장당동 60,4,0,,,,2025,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-182V,경기도,평택시,시도,,탄현로1번길,3,경기도 평택시 탄현로1번길 27,경기도 평택시 장당동 583-1 (파고다택시앞대로변),37.053081,127.054515,장당동 583-1 (파고다택시앞대로변),4,0,,,,2022,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-072V,경기도,평택시,시도,,송탄로,3,경기도 평택시 송탄로 33,경기도 평택시 장당동 468-2 (제일하이빌1차 맞은편),37.048010,127.057878,장당동 468-2 (제일하이빌1차 맞은편),4,0,,,,2025,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-032V,경기도,평택시,시도,,장당길,3,경기도 평택시 장당길 40,경기도 평택시 장당동 446-9 장당중학교 입구,37.051928,127.062361,장당동 446-9 장당중학교 입구,4,0,,,,2023,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-169V,경기도,평택시,시도,,경기대로,3,경기도 평택시 경기대로 945,경기도 평택시 장당동 229-1,37.033263,127.068995,장당동 229-1,4,0,,,,2021,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-161V,경기도,평택시,시도,,경기대로,3,경기도 평택시 경기대로 975,경기도 평택시 장당동 161-5,37.036305,127.069909,장당동 161-5,4,0,,,,2021,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-305V,경기도,평택시,시도,,경기대로,3,경기도 평택시 경기대로975,경기도 평택시 장당동 158-63,37.035087,127.070054,장당동 158-63,4,0,,,,2025,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-170V,경기도,평택시,시도,,경기대로,3,경기도 평택시 경기대로 945,경기도 평택시 장당동 158-3,37.034894,127.068813,장당동 158-3,4,0,,,,2021,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-160V,경기도,평택시,시도,,경기대로,3,경기도 평택시 경기대로 975,경기도 평택시 장당동 152-5,37.036207,127.068503,장당동 152-5,4,0,,,,2021,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
송탄-303V,경기도,평택시,시도,,경기대로,3,경기도 평택시 경기대로975,경기도 평택시 장당동 151-1,37.036947,127.068213,장당동 151-1,4,0,,,,2025,경기도 평택시청,031-8024-4884,2025-07-01,3910000,경기도 평택시
J3944,경상북도,구미시,일반국도,33호,선상서로,1,경상북도 구미시 선산읍 조남로 72,경상북도 구미시 선산읍 화조리 274-10,36.23637419,128.3113018,구미시 선산읍 선상서로(화조리 627-1) 국도 33호 종점(선산IC 방면),99,80,2,4.237,99,2021,경상북도경찰청,054-824-2452,2025-12-10,5080000,경상북도 구미시
128,경상남도,창원시,기타,,해안대로,3,경상남도 창원시 마산합포구 해안대로 11,,35.18063981,128.5602383,월영동 월드프라자 앞,4,0,,,,,경상남도 창원시 마산합포구 경제교통과,055-220-4441,2025-11-19,5670000,경상남도 창원시
127,경상남도,창원시,기타,,해안대로,3,경상남도 창원시 마산합포구 해안대로 35,,35.18091994,128.5625216,월영동 마산우리요양병원 앞,4,0,,,,,경상남도 창원시 마산합포구 경제교통과,055-220-4441,2025-11-19,5670000,경상남도 창원시
126,경상남도,창원시,기타,,합포로,3,경상남도 창원시 마산합포구 합포로 69,,35.20573627,128.5786289,박동석 이비인후과앞 교차로,4,0,,,,,경상남도 창원시 마산합포구 경제교통과,055-220-4441,2025-11-19,5670000,경상남도 창원시
125,경상남도,창원시,기타,,가포로,3,경상남도 창원시 마산합포구 가포로 14,,35.17894025,128.558187,한전 서마산변전소 앞,4,0,,,,,경상남도 창원시 마산합포구 경제교통과,055-220-4441,2025-11-19,5670000,경상남도 창원시
124,경상남도,창원시,기타,,용마로,3,경상남도 창원시 마산합포구 용마로 51,,35.21836736,128.5803005,산호교차로,4,0,,,,,경상남도 창원시 마산합포구 경제교통과,055-220-4441,2025-11-19,5670000,경상남도 창원시
123,경상남도,창원시,기타,,합포로,3,경상남도 창원시 마산합포구 합포로 46-1,,35.20415687,128.5768644,흥림조명 삼거리,4,0,,,,,경상남도 창원시 마산합포구 경제교통과,055-220-4441,2025-11-19,5670000,경상남도 창원시
122,경상남도,창원시,기타,,3.15대로,3,경상남도 창원시 마산합포구 3.15대로 366,,35.20717214,128.573796,평안안과 사거리,4,0,,,,,경상남도 창원시 마산합포구 경제교통과,055-220-4441,2025-11-19,5670000,경상남도 창원시
121,경상남도,창원시,기타,,용호로,3,경상남도 창원시 성산구 용호로 65,,35.23586998,128.6798045,대원동평생학습센터 사거리,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
120,경상남도,창원시,기타,,두대로,3,경상남도 창원시 성산구 두대로 97,,35.22988796,128.6547652,늘푸른전당사거리,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
119,경상남도,창원시,기타,,창원대로,3,경상남도 창원시 성산구 창원대로 888,,35.20879388,128.6848845,블루밍라포레오피스텔,3,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
118,경상남도,창원시,기타,,신촌로,3,경상남도 창원시 성산구 신촌로 62,,35.20298078,128.6277529,양곡아파트 정문,2,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
117,경상남도,창원시,기타,,가음로,3,경상남도 창원시 성산구 가음로92번길 34,,35.20347689,128.7002997,남산고 정문 앞 삼거리,3,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
116,경상남도,창원시,기타,,마디미동로,3,경상남도 창원시 성산구 마디미동로 34,,35.22088,128.6849771,금호빌딩,2,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
115,경상남도,창원시,기타,,신촌로,3,경상남도 창원시 성산구 신촌로 112,,35.19951396,128.6285217,신촌생활문화센터,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
114,경상남도,창원시,기타,,마디미서로,3,경상남도 창원시 성산구 마디미서로 56,,35.22065,128.6806997,모란여성병원,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
113,경상남도,창원시,기타,,마디미로,3,경상남도 창원시 성산구 마디미로16번길 3,,35.22286031,128.6846111,나폴리빌딩,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
112,경상남도,창원시,기타,,신월로,3,경상남도 창원시 성산구 신월로72번길 12,,35.22574,128.6931512,신월초 삼거리,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
111,경상남도,창원시,기타,,중앙대로,3,경상남도 창원시 성산구 중앙대로21번길,,35.21975539,128.6750429,경남오피스텔,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
110,경상남도,창원시,기타,,용지로,3,경상남도 창원시 성산구 용지로 159,,35.22920405,128.6813305,DGB대구은행 뒷길(동양빌딩 삼거리),4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
109,경상남도,창원시,기타,,용호로,3,경상남도 창원시 성산구 용호로 65,,35.23586998,128.6798045,용남초등학교 앞,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
108,경상남도,창원시,기타,,원이대로,3,경상남도 창원시 성산구 원이대로 581,,35.22858246,128.6790147,정우상가 앞,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
107,경상남도,창원시,기타,,외동반림로,3,경상남도 창원시 성산구 외동반림로 206,,35.23589491,128.6772019,무학상가 앞,4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
106,경상남도,창원시,기타,,원이대로,3,경상남도 창원시 성산구 원이대로 579번길 16,,35.22968854,128.6798023,용지아이파크아파트 정문(문화의 거리),4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
105,경상남도,창원시,기타,,용지로,3,경상남도 창원시 성산구 용지로 169번길 7,,35.23028981,128.6813073,한성빌딩 앞(용지호수),4,0,,,,,경상남도 창원시 성산구 경제교통과,055-272-4441,2025-11-19,5670000,경상남도 창원시
